Source	Target	Type	Confidence	Rule_ID	Quality_Tier	Meets_Original_Threshold
X276_RS28430	X276_RS24320	activation	1.000	X276_RS24320_rule_2	high	True
X276_RS28425	X276_RS24320	activation	1.000	X276_RS24320_rule_3	high	True
X276_RS28340	X276_RS24325	activation	1.000	X276_RS24325_rule_1	high	True
X276_RS28430	X276_RS24325	activation	1.000	X276_RS24325_rule_2	high	True
X276_RS28425	X276_RS24325	activation	1.000	X276_RS24325_rule_3	high	True
X276_RS28340	X276_RS24330	activation	1.000	X276_RS24330_rule_1	high	True
X276_RS28430	X276_RS24330	activation	1.000	X276_RS24330_rule_2	high	True
X276_RS28425	X276_RS24330	activation	1.000	X276_RS24330_rule_3	high	True
X276_RS28340	X276_RS24335	activation	1.000	X276_RS24335_rule_1	high	True
X276_RS28430	X276_RS24335	activation	1.000	X276_RS24335_rule_2	high	True
X276_RS28425	X276_RS24335	activation	1.000	X276_RS24335_rule_3	high	True
X276_RS28340	X276_RS24345	activation	1.000	X276_RS24345_rule_1	high	True
X276_RS28430	X276_RS24345	activation	1.000	X276_RS24345_rule_2	high	True
X276_RS28425	X276_RS24345	activation	1.000	X276_RS24345_rule_3	high	True
X276_RS28340	X276_RS24350	activation	1.000	X276_RS24350_rule_1	high	True
X276_RS28430	X276_RS24350	activation	1.000	X276_RS24350_rule_2	high	True
X276_RS28425	X276_RS24350	activation	1.000	X276_RS24350_rule_3	high	True
X276_RS25225	X276_RS24355	activation	1.000	X276_RS24355_rule_1	high	True
X276_RS25230	X276_RS24355	activation	1.000	X276_RS24355_rule_2	high	True
X276_RS25270	X276_RS24355	activation	1.000	X276_RS24355_rule_3	high	True
X276_RS28340	X276_RS24360	activation	1.000	X276_RS24360_rule_1	high	True
X276_RS28430	X276_RS24360	activation	1.000	X276_RS24360_rule_2	high	True
X276_RS28425	X276_RS24360	activation	1.000	X276_RS24360_rule_3	high	True
X276_RS28340	X276_RS24365	activation	1.000	X276_RS24365_rule_1	high	True
X276_RS28430	X276_RS24365	activation	1.000	X276_RS24365_rule_2	high	True
X276_RS28425	X276_RS24365	activation	1.000	X276_RS24365_rule_3	high	True
X276_RS28340	X276_RS24370	activation	1.000	X276_RS24370_rule_1	high	True
X276_RS28430	X276_RS24370	activation	1.000	X276_RS24370_rule_2	high	True
X276_RS28425	X276_RS24370	activation	1.000	X276_RS24370_rule_3	high	True
X276_RS18205	X276_RS24375	activation	1.000	X276_RS24375_rule_1	high	True
X276_RS18205	X276_RS24375	activation	1.000	X276_RS24375_rule_1	high	True
X276_RS18205	X276_RS24375	activation	1.000	X276_RS24375_rule_1	high	True
X276_RS24860	X276_RS24380	activation	1.000	X276_RS24380_rule_1	high	True
X276_RS24915	X276_RS24380	activation	1.000	X276_RS24380_rule_2	high	True
X276_RS21680	X276_RS24380	activation	1.000	X276_RS24380_rule_3	high	True
X276_RS28260	X276_RS24385	activation	1.000	X276_RS24385_rule_1	high	True
X276_RS23800	X276_RS24385	activation	1.000	X276_RS24385_rule_2	high	True
X276_RS24035	X276_RS24385	activation	1.000	X276_RS24385_rule_3	high	True
X276_RS27855	X276_RS24390	activation	1.000	X276_RS24390_rule_1	high	True
X276_RS24485	X276_RS24390	activation	1.000	X276_RS24390_rule_2	high	True
X276_RS24510	X276_RS24390	activation	1.000	X276_RS24390_rule_3	high	True
X276_RS28340	X276_RS24395	activation	1.000	X276_RS24395_rule_1	high	True
X276_RS28430	X276_RS24395	activation	1.000	X276_RS24395_rule_2	high	True
X276_RS28425	X276_RS24395	activation	1.000	X276_RS24395_rule_3	high	True
X276_RS28340	X276_RS24400	activation	1.000	X276_RS24400_rule_1	high	True
X276_RS28430	X276_RS24400	activation	1.000	X276_RS24400_rule_2	high	True
X276_RS28425	X276_RS24400	activation	1.000	X276_RS24400_rule_3	high	True
X276_RS28340	X276_RS24405	activation	1.000	X276_RS24405_rule_1	high	True
X276_RS28430	X276_RS24405	activation	1.000	X276_RS24405_rule_2	high	True
X276_RS28425	X276_RS24405	activation	1.000	X276_RS24405_rule_3	high	True
X276_RS28340	X276_RS24410	activation	1.000	X276_RS24410_rule_1	high	True
X276_RS28430	X276_RS24410	activation	1.000	X276_RS24410_rule_2	high	True
X276_RS28425	X276_RS24410	activation	1.000	X276_RS24410_rule_3	high	True
X276_RS28340	X276_RS24415	activation	1.000	X276_RS24415_rule_1	high	True
X276_RS28430	X276_RS24415	activation	1.000	X276_RS24415_rule_2	high	True
X276_RS28425	X276_RS24415	activation	1.000	X276_RS24415_rule_3	high	True
X276_RS28340	X276_RS24420	activation	1.000	X276_RS24420_rule_1	high	True
X276_RS28430	X276_RS24420	activation	1.000	X276_RS24420_rule_2	high	True
X276_RS28425	X276_RS24420	activation	1.000	X276_RS24420_rule_3	high	True
X276_RS28340	X276_RS24425	activation	1.000	X276_RS24425_rule_1	high	True
X276_RS28430	X276_RS24425	activation	1.000	X276_RS24425_rule_2	high	True
X276_RS28425	X276_RS24425	activation	1.000	X276_RS24425_rule_3	high	True
X276_RS28340	X276_RS24430	activation	1.000	X276_RS24430_rule_1	high	True
X276_RS28430	X276_RS24430	activation	1.000	X276_RS24430_rule_2	high	True
X276_RS28425	X276_RS24430	activation	1.000	X276_RS24430_rule_3	high	True
X276_RS28340	X276_RS24435	activation	1.000	X276_RS24435_rule_1	high	True
X276_RS28430	X276_RS24435	activation	1.000	X276_RS24435_rule_2	high	True
X276_RS28425	X276_RS24435	activation	1.000	X276_RS24435_rule_3	high	True
X276_RS24860	X276_RS24440	activation	1.000	X276_RS24440_rule_1	high	True
X276_RS24915	X276_RS24440	activation	1.000	X276_RS24440_rule_2	high	True
X276_RS21680	X276_RS24440	activation	1.000	X276_RS24440_rule_3	high	True
X276_RS28340	X276_RS24445	activation	1.000	X276_RS24445_rule_1	high	True
X276_RS28430	X276_RS24445	activation	1.000	X276_RS24445_rule_2	high	True
X276_RS28425	X276_RS24445	activation	1.000	X276_RS24445_rule_3	high	True
X276_RS28340	X276_RS24450	activation	1.000	X276_RS24450_rule_1	high	True
X276_RS28430	X276_RS24450	activation	1.000	X276_RS24450_rule_2	high	True
X276_RS28425	X276_RS24450	activation	1.000	X276_RS24450_rule_3	high	True
X276_RS28340	X276_RS24455	activation	1.000	X276_RS24455_rule_1	high	True
X276_RS28430	X276_RS24455	activation	1.000	X276_RS24455_rule_2	high	True
X276_RS28425	X276_RS24455	activation	1.000	X276_RS24455_rule_3	high	True
X276_RS28340	X276_RS24460	activation	1.000	X276_RS24460_rule_1	high	True
X276_RS28430	X276_RS24460	activation	1.000	X276_RS24460_rule_2	high	True
X276_RS28425	X276_RS24460	activation	1.000	X276_RS24460_rule_3	high	True
X276_RS24860	X276_RS24465	activation	1.000	X276_RS24465_rule_1	high	True
X276_RS24915	X276_RS24465	activation	1.000	X276_RS24465_rule_2	high	True
X276_RS21680	X276_RS24465	activation	1.000	X276_RS24465_rule_3	high	True
X276_RS28340	X276_RS24470	activation	1.000	X276_RS24470_rule_1	high	True
X276_RS28430	X276_RS24470	activation	1.000	X276_RS24470_rule_2	high	True
X276_RS28425	X276_RS24470	activation	1.000	X276_RS24470_rule_3	high	True
X276_RS28340	X276_RS24475	activation	1.000	X276_RS24475_rule_1	high	True
X276_RS28430	X276_RS24475	activation	1.000	X276_RS24475_rule_2	high	True
X276_RS28425	X276_RS24475	activation	1.000	X276_RS24475_rule_3	high	True
X276_RS28340	X276_RS24480	activation	1.000	X276_RS24480_rule_1	high	True
X276_RS28430	X276_RS24480	activation	1.000	X276_RS24480_rule_2	high	True
X276_RS28425	X276_RS24480	activation	1.000	X276_RS24480_rule_3	high	True
X276_RS27855	X276_RS24485	activation	1.000	X276_RS24485_rule_1	high	True
X276_RS24510	X276_RS24485	activation	1.000	X276_RS24485_rule_2	high	True
X276_RS24390	X276_RS24485	activation	1.000	X276_RS24485_rule_3	high	True
X276_RS24860	X276_RS24490	activation	1.000	X276_RS24490_rule_1	high	True
X276_RS24915	X276_RS24490	activation	1.000	X276_RS24490_rule_2	high	True
X276_RS21680	X276_RS24490	activation	1.000	X276_RS24490_rule_3	high	True
X276_RS24860	X276_RS24495	activation	1.000	X276_RS24495_rule_1	high	True
X276_RS24915	X276_RS24495	activation	1.000	X276_RS24495_rule_2	high	True
X276_RS21680	X276_RS24495	activation	1.000	X276_RS24495_rule_3	high	True
X276_RS28340	X276_RS24500	activation	1.000	X276_RS24500_rule_1	high	True
X276_RS28430	X276_RS24500	activation	1.000	X276_RS24500_rule_2	high	True
X276_RS28425	X276_RS24500	activation	1.000	X276_RS24500_rule_3	high	True
X276_RS28340	X276_RS24505	activation	1.000	X276_RS24505_rule_1	high	True
X276_RS28430	X276_RS24505	activation	1.000	X276_RS24505_rule_2	high	True
X276_RS28425	X276_RS24505	activation	1.000	X276_RS24505_rule_3	high	True
X276_RS27855	X276_RS24510	activation	1.000	X276_RS24510_rule_1	high	True
X276_RS24485	X276_RS24510	activation	1.000	X276_RS24510_rule_2	high	True
X276_RS24390	X276_RS24510	activation	1.000	X276_RS24510_rule_3	high	True
X276_RS25625	X276_RS24515	activation	1.000	X276_RS24515_rule_1	high	True
X276_RS02845	X276_RS24515	activation	1.000	X276_RS24515_rule_2	high	True
X276_RS25625	X276_RS24515	activation	1.000	X276_RS24515_rule_1	high	True
X276_RS21850	X276_RS24520	activation	0.941	X276_RS24520_rule_1	high	True
X276_RS21965	X276_RS24520	activation	0.941	X276_RS24520_rule_2	high	True
X276_RS22120	X276_RS24520	activation	0.941	X276_RS24520_rule_3	high	True
X276_RS28340	X276_RS24525	activation	1.000	X276_RS24525_rule_1	high	True
X276_RS28430	X276_RS24525	activation	1.000	X276_RS24525_rule_2	high	True
X276_RS28425	X276_RS24525	activation	1.000	X276_RS24525_rule_3	high	True
X276_RS24860	X276_RS24530	activation	1.000	X276_RS24530_rule_1	high	True
X276_RS24915	X276_RS24530	activation	1.000	X276_RS24530_rule_2	high	True
X276_RS21680	X276_RS24530	activation	1.000	X276_RS24530_rule_3	high	True
X276_RS28340	X276_RS24535	activation	1.000	X276_RS24535_rule_1	high	True
X276_RS28430	X276_RS24535	activation	1.000	X276_RS24535_rule_2	high	True
X276_RS28425	X276_RS24535	activation	1.000	X276_RS24535_rule_3	high	True
X276_RS24860	X276_RS24540	activation	1.000	X276_RS24540_rule_1	high	True
X276_RS24915	X276_RS24540	activation	1.000	X276_RS24540_rule_2	high	True
X276_RS21680	X276_RS24540	activation	1.000	X276_RS24540_rule_3	high	True
X276_RS28340	X276_RS24545	activation	1.000	X276_RS24545_rule_1	high	True
X276_RS28430	X276_RS24545	activation	1.000	X276_RS24545_rule_2	high	True
X276_RS28425	X276_RS24545	activation	1.000	X276_RS24545_rule_3	high	True
X276_RS28340	X276_RS24550	activation	1.000	X276_RS24550_rule_1	high	True
X276_RS28430	X276_RS24550	activation	1.000	X276_RS24550_rule_2	high	True
X276_RS28425	X276_RS24550	activation	1.000	X276_RS24550_rule_3	high	True
X276_RS20790	X276_RS24555	activation	1.000	X276_RS24555_rule_1	high	True
X276_RS20855	X276_RS24555	activation	1.000	X276_RS24555_rule_2	high	True
X276_RS16050	X276_RS24555	activation	1.000	X276_RS24555_rule_3	high	True
X276_RS28340	X276_RS24560	activation	1.000	X276_RS24560_rule_1	high	True
X276_RS28430	X276_RS24560	activation	1.000	X276_RS24560_rule_2	high	True
X276_RS28425	X276_RS24560	activation	1.000	X276_RS24560_rule_3	high	True
X276_RS28340	X276_RS24565	activation	1.000	X276_RS24565_rule_1	high	True
X276_RS28430	X276_RS24565	activation	1.000	X276_RS24565_rule_2	high	True
X276_RS28425	X276_RS24565	activation	1.000	X276_RS24565_rule_3	high	True
X276_RS28340	X276_RS24570	activation	1.000	X276_RS24570_rule_1	high	True
X276_RS28430	X276_RS24570	activation	1.000	X276_RS24570_rule_2	high	True
X276_RS28425	X276_RS24570	activation	1.000	X276_RS24570_rule_3	high	True
X276_RS28340	X276_RS24575	activation	1.000	X276_RS24575_rule_1	high	True
X276_RS28430	X276_RS24575	activation	1.000	X276_RS24575_rule_2	high	True
X276_RS28425	X276_RS24575	activation	1.000	X276_RS24575_rule_3	high	True
X276_RS28340	X276_RS24580	activation	1.000	X276_RS24580_rule_1	high	True
X276_RS28430	X276_RS24580	activation	1.000	X276_RS24580_rule_2	high	True
X276_RS28425	X276_RS24580	activation	1.000	X276_RS24580_rule_3	high	True
X276_RS28340	X276_RS24585	activation	1.000	X276_RS24585_rule_1	high	True
X276_RS28430	X276_RS24585	activation	1.000	X276_RS24585_rule_2	high	True
X276_RS28425	X276_RS24585	activation	1.000	X276_RS24585_rule_3	high	True
X276_RS28340	X276_RS24590	activation	1.000	X276_RS24590_rule_1	high	True
X276_RS28430	X276_RS24590	activation	1.000	X276_RS24590_rule_2	high	True
X276_RS28425	X276_RS24590	activation	1.000	X276_RS24590_rule_3	high	True
X276_RS28340	X276_RS24595	activation	1.000	X276_RS24595_rule_1	high	True
X276_RS28430	X276_RS24595	activation	1.000	X276_RS24595_rule_2	high	True
X276_RS28425	X276_RS24595	activation	1.000	X276_RS24595_rule_3	high	True
X276_RS28340	X276_RS24600	activation	1.000	X276_RS24600_rule_1	high	True
X276_RS28430	X276_RS24600	activation	1.000	X276_RS24600_rule_2	high	True
X276_RS28425	X276_RS24600	activation	1.000	X276_RS24600_rule_3	high	True
X276_RS28340	X276_RS24605	activation	1.000	X276_RS24605_rule_1	high	True
X276_RS28430	X276_RS24605	activation	1.000	X276_RS24605_rule_2	high	True
X276_RS28425	X276_RS24605	activation	1.000	X276_RS24605_rule_3	high	True
X276_RS28340	X276_RS24610	activation	1.000	X276_RS24610_rule_1	high	True
X276_RS28430	X276_RS24610	activation	1.000	X276_RS24610_rule_2	high	True
X276_RS28425	X276_RS24610	activation	1.000	X276_RS24610_rule_3	high	True
X276_RS28340	X276_RS24615	activation	1.000	X276_RS24615_rule_1	high	True
X276_RS28430	X276_RS24615	activation	1.000	X276_RS24615_rule_2	high	True
X276_RS28425	X276_RS24615	activation	1.000	X276_RS24615_rule_3	high	True
X276_RS28340	X276_RS24620	activation	1.000	X276_RS24620_rule_1	high	True
X276_RS28430	X276_RS24620	activation	1.000	X276_RS24620_rule_2	high	True
X276_RS28425	X276_RS24620	activation	1.000	X276_RS24620_rule_3	high	True
X276_RS28340	X276_RS24625	activation	1.000	X276_RS24625_rule_1	high	True
X276_RS28430	X276_RS24625	activation	1.000	X276_RS24625_rule_2	high	True
X276_RS28425	X276_RS24625	activation	1.000	X276_RS24625_rule_3	high	True
X276_RS24860	X276_RS24630	activation	1.000	X276_RS24630_rule_1	high	True
X276_RS24915	X276_RS24630	activation	1.000	X276_RS24630_rule_2	high	True
X276_RS21680	X276_RS24630	activation	1.000	X276_RS24630_rule_3	high	True
X276_RS28340	X276_RS24635	activation	1.000	X276_RS24635_rule_1	high	True
X276_RS28430	X276_RS24635	activation	1.000	X276_RS24635_rule_2	high	True
X276_RS28425	X276_RS24635	activation	1.000	X276_RS24635_rule_3	high	True
X276_RS28340	X276_RS24640	activation	1.000	X276_RS24640_rule_1	high	True
X276_RS28430	X276_RS24640	activation	1.000	X276_RS24640_rule_2	high	True
X276_RS28425	X276_RS24640	activation	1.000	X276_RS24640_rule_3	high	True
X276_RS28340	X276_RS24645	activation	1.000	X276_RS24645_rule_1	high	True
X276_RS28430	X276_RS24645	activation	1.000	X276_RS24645_rule_2	high	True
X276_RS28425	X276_RS24645	activation	1.000	X276_RS24645_rule_3	high	True
X276_RS28340	X276_RS24650	activation	1.000	X276_RS24650_rule_1	high	True
X276_RS28430	X276_RS24650	activation	1.000	X276_RS24650_rule_2	high	True
X276_RS28425	X276_RS24650	activation	1.000	X276_RS24650_rule_3	high	True
X276_RS28260	X276_RS24655	activation	1.000	X276_RS24655_rule_1	high	True
X276_RS23800	X276_RS24655	activation	1.000	X276_RS24655_rule_2	high	True
X276_RS24035	X276_RS24655	activation	1.000	X276_RS24655_rule_3	high	True
X276_RS25395	X276_RS24660	activation	1.000	X276_RS24660_rule_1	high	True
X276_RS25330	X276_RS24660	activation	1.000	X276_RS24660_rule_2	high	True
X276_RS27820	X276_RS24660	activation	1.000	X276_RS24660_rule_3	high	True
X276_RS28260	X276_RS24665	activation	1.000	X276_RS24665_rule_1	high	True
X276_RS23800	X276_RS24665	activation	1.000	X276_RS24665_rule_2	high	True
X276_RS24035	X276_RS24665	activation	1.000	X276_RS24665_rule_3	high	True
X276_RS28340	X276_RS24670	activation	1.000	X276_RS24670_rule_1	high	True
X276_RS28430	X276_RS24670	activation	1.000	X276_RS24670_rule_2	high	True
X276_RS28425	X276_RS24670	activation	1.000	X276_RS24670_rule_3	high	True
X276_RS28340	X276_RS24675	activation	1.000	X276_RS24675_rule_1	high	True
X276_RS28430	X276_RS24675	activation	1.000	X276_RS24675_rule_2	high	True
X276_RS28425	X276_RS24675	activation	1.000	X276_RS24675_rule_3	high	True
X276_RS28340	X276_RS24685	activation	1.000	X276_RS24685_rule_1	high	True
X276_RS28430	X276_RS24685	activation	1.000	X276_RS24685_rule_2	high	True
X276_RS28425	X276_RS24685	activation	1.000	X276_RS24685_rule_3	high	True
X276_RS28340	X276_RS24690	activation	1.000	X276_RS24690_rule_1	high	True
X276_RS28430	X276_RS24690	activation	1.000	X276_RS24690_rule_2	high	True
X276_RS28425	X276_RS24690	activation	1.000	X276_RS24690_rule_3	high	True
X276_RS28340	X276_RS24695	activation	1.000	X276_RS24695_rule_1	high	True
X276_RS28430	X276_RS24695	activation	1.000	X276_RS24695_rule_2	high	True
X276_RS28425	X276_RS24695	activation	1.000	X276_RS24695_rule_3	high	True
X276_RS28340	X276_RS24705	activation	1.000	X276_RS24705_rule_1	high	True
X276_RS28430	X276_RS24705	activation	1.000	X276_RS24705_rule_2	high	True
X276_RS28425	X276_RS24705	activation	1.000	X276_RS24705_rule_3	high	True
X276_RS28340	X276_RS24710	activation	1.000	X276_RS24710_rule_1	high	True
X276_RS28430	X276_RS24710	activation	1.000	X276_RS24710_rule_2	high	True
X276_RS28425	X276_RS24710	activation	1.000	X276_RS24710_rule_3	high	True
X276_RS28260	X276_RS24715	activation	1.000	X276_RS24715_rule_1	high	True
X276_RS23800	X276_RS24715	activation	1.000	X276_RS24715_rule_2	high	True
X276_RS24035	X276_RS24715	activation	1.000	X276_RS24715_rule_3	high	True
X276_RS28260	X276_RS24720	activation	1.000	X276_RS24720_rule_1	high	True
X276_RS23800	X276_RS24720	activation	1.000	X276_RS24720_rule_2	high	True
X276_RS24035	X276_RS24720	activation	1.000	X276_RS24720_rule_3	high	True
X276_RS28260	X276_RS24725	activation	1.000	X276_RS24725_rule_1	high	True
X276_RS23800	X276_RS24725	activation	1.000	X276_RS24725_rule_2	high	True
X276_RS24035	X276_RS24725	activation	1.000	X276_RS24725_rule_3	high	True
X276_RS28340	X276_RS24730	activation	1.000	X276_RS24730_rule_1	high	True
X276_RS28430	X276_RS24730	activation	1.000	X276_RS24730_rule_2	high	True
X276_RS28425	X276_RS24730	activation	1.000	X276_RS24730_rule_3	high	True
X276_RS28340	X276_RS24735	activation	1.000	X276_RS24735_rule_1	high	True
X276_RS28430	X276_RS24735	activation	1.000	X276_RS24735_rule_2	high	True
X276_RS28425	X276_RS24735	activation	1.000	X276_RS24735_rule_3	high	True
X276_RS28340	X276_RS24740	activation	1.000	X276_RS24740_rule_1	high	True
X276_RS28430	X276_RS24740	activation	1.000	X276_RS24740_rule_2	high	True
X276_RS28425	X276_RS24740	activation	1.000	X276_RS24740_rule_3	high	True
X276_RS28340	X276_RS24745	activation	1.000	X276_RS24745_rule_1	high	True
X276_RS28430	X276_RS24745	activation	1.000	X276_RS24745_rule_2	high	True
X276_RS28425	X276_RS24745	activation	1.000	X276_RS24745_rule_3	high	True
X276_RS28340	X276_RS24750	activation	1.000	X276_RS24750_rule_1	high	True
X276_RS28430	X276_RS24750	activation	1.000	X276_RS24750_rule_2	high	True
X276_RS28425	X276_RS24750	activation	1.000	X276_RS24750_rule_3	high	True
X276_RS28340	X276_RS24755	activation	1.000	X276_RS24755_rule_1	high	True
X276_RS28430	X276_RS24755	activation	1.000	X276_RS24755_rule_2	high	True
X276_RS28425	X276_RS24755	activation	1.000	X276_RS24755_rule_3	high	True
X276_RS28340	X276_RS24760	activation	1.000	X276_RS24760_rule_1	high	True
X276_RS28430	X276_RS24760	activation	1.000	X276_RS24760_rule_2	high	True
X276_RS28425	X276_RS24760	activation	1.000	X276_RS24760_rule_3	high	True
X276_RS28340	X276_RS24765	activation	1.000	X276_RS24765_rule_1	high	True
X276_RS28430	X276_RS24765	activation	1.000	X276_RS24765_rule_2	high	True
X276_RS28425	X276_RS24765	activation	1.000	X276_RS24765_rule_3	high	True
X276_RS21065	X276_RS24770	activation	1.000	X276_RS24770_rule_1	high	True
X276_RS21070	X276_RS24770	activation	1.000	X276_RS24770_rule_2	high	True
X276_RS20955	X276_RS24770	activation	1.000	X276_RS24770_rule_3	high	True
X276_RS28340	X276_RS24775	activation	1.000	X276_RS24775_rule_1	high	True
X276_RS28430	X276_RS24775	activation	1.000	X276_RS24775_rule_2	high	True
X276_RS28425	X276_RS24775	activation	1.000	X276_RS24775_rule_3	high	True
X276_RS28340	X276_RS24780	activation	1.000	X276_RS24780_rule_1	high	True
X276_RS28430	X276_RS24780	activation	1.000	X276_RS24780_rule_2	high	True
X276_RS28425	X276_RS24780	activation	1.000	X276_RS24780_rule_3	high	True
X276_RS28340	X276_RS24785	activation	1.000	X276_RS24785_rule_1	high	True
X276_RS28430	X276_RS24785	activation	1.000	X276_RS24785_rule_2	high	True
X276_RS28425	X276_RS24785	activation	1.000	X276_RS24785_rule_3	high	True
X276_RS28340	X276_RS24790	activation	1.000	X276_RS24790_rule_1	high	True
X276_RS28430	X276_RS24790	activation	1.000	X276_RS24790_rule_2	high	True
X276_RS28425	X276_RS24790	activation	1.000	X276_RS24790_rule_3	high	True
X276_RS28340	X276_RS24795	activation	1.000	X276_RS24795_rule_1	high	True
X276_RS28430	X276_RS24795	activation	1.000	X276_RS24795_rule_2	high	True
X276_RS28425	X276_RS24795	activation	1.000	X276_RS24795_rule_3	high	True
X276_RS28340	X276_RS24800	activation	1.000	X276_RS24800_rule_1	high	True
X276_RS28430	X276_RS24800	activation	1.000	X276_RS24800_rule_2	high	True
X276_RS28425	X276_RS24800	activation	1.000	X276_RS24800_rule_3	high	True
X276_RS28340	X276_RS24805	activation	1.000	X276_RS24805_rule_1	high	True
X276_RS28430	X276_RS24805	activation	1.000	X276_RS24805_rule_2	high	True
X276_RS28425	X276_RS24805	activation	1.000	X276_RS24805_rule_3	high	True
X276_RS28340	X276_RS24810	activation	1.000	X276_RS24810_rule_1	high	True
X276_RS28430	X276_RS24810	activation	1.000	X276_RS24810_rule_2	high	True
X276_RS28425	X276_RS24810	activation	1.000	X276_RS24810_rule_3	high	True
X276_RS28340	X276_RS24815	activation	1.000	X276_RS24815_rule_1	high	True
X276_RS28430	X276_RS24815	activation	1.000	X276_RS24815_rule_2	high	True
X276_RS28425	X276_RS24815	activation	1.000	X276_RS24815_rule_3	high	True
X276_RS00155	X276_RS24820	activation	0.933	X276_RS24820_rule_1	high	True
X276_RS00770	X276_RS24820	activation	0.933	X276_RS24820_rule_2	high	True
X276_RS05075	X276_RS24820	activation	0.933	X276_RS24820_rule_3	high	True
X276_RS26280	X276_RS24825	activation	1.000	X276_RS24825_rule_1	high	True
X276_RS26875	X276_RS24825	activation	1.000	X276_RS24825_rule_2	high	True
X276_RS26120	X276_RS24825	activation	1.000	X276_RS24825_rule_3	high	True
X276_RS28340	X276_RS24830	activation	1.000	X276_RS24830_rule_1	high	True
X276_RS28430	X276_RS24830	activation	1.000	X276_RS24830_rule_2	high	True
X276_RS28425	X276_RS24830	activation	1.000	X276_RS24830_rule_3	high	True
X276_RS22900	X276_RS24835	activation	1.000	X276_RS24835_rule_1	high	True
X276_RS23000	X276_RS24835	activation	1.000	X276_RS24835_rule_2	high	True
X276_RS23290	X276_RS24835	activation	1.000	X276_RS24835_rule_3	high	True
X276_RS17935	X276_RS24840	activation	1.000	X276_RS24840_rule_1	high	True
X276_RS23550	X276_RS24840	activation	1.000	X276_RS24840_rule_2	high	True
X276_RS24850	X276_RS24840	activation	1.000	X276_RS24840_rule_3	high	True
X276_RS28340	X276_RS24845	activation	1.000	X276_RS24845_rule_1	high	True
X276_RS28430	X276_RS24845	activation	1.000	X276_RS24845_rule_2	high	True
X276_RS28425	X276_RS24845	activation	1.000	X276_RS24845_rule_3	high	True
X276_RS17935	X276_RS24850	activation	1.000	X276_RS24850_rule_1	high	True
X276_RS23550	X276_RS24850	activation	1.000	X276_RS24850_rule_2	high	True
X276_RS24840	X276_RS24850	activation	1.000	X276_RS24850_rule_3	high	True
X276_RS28340	X276_RS24855	activation	1.000	X276_RS24855_rule_1	high	True
X276_RS28430	X276_RS24855	activation	1.000	X276_RS24855_rule_2	high	True
X276_RS28425	X276_RS24855	activation	1.000	X276_RS24855_rule_3	high	True
X276_RS24925	X276_RS24860	activation	1.000	X276_RS24860_rule_1	high	True
X276_RS24530	X276_RS24860	activation	1.000	X276_RS24860_rule_2	high	True
X276_RS24540	X276_RS24860	activation	1.000	X276_RS24860_rule_3	high	True
X276_RS25155	X276_RS24865	activation	1.000	X276_RS24865_rule_1	high	True
X276_RS25150	X276_RS24865	activation	1.000	X276_RS24865_rule_2	high	True
X276_RS24930	X276_RS24865	activation	1.000	X276_RS24865_rule_3	high	True
X276_RS28340	X276_RS24870	activation	1.000	X276_RS24870_rule_1	high	True
X276_RS28430	X276_RS24870	activation	1.000	X276_RS24870_rule_2	high	True
X276_RS28425	X276_RS24870	activation	1.000	X276_RS24870_rule_3	high	True
X276_RS28340	X276_RS24875	activation	1.000	X276_RS24875_rule_1	high	True
X276_RS28430	X276_RS24875	activation	1.000	X276_RS24875_rule_2	high	True
X276_RS28425	X276_RS24875	activation	1.000	X276_RS24875_rule_3	high	True
X276_RS21325	X276_RS24880	activation	1.000	X276_RS24880_rule_1	high	True
X276_RS21325	X276_RS24880	activation	1.000	X276_RS24880_rule_1	high	True
X276_RS21325	X276_RS24880	activation	1.000	X276_RS24880_rule_1	high	True
X276_RS28340	X276_RS24885	activation	1.000	X276_RS24885_rule_1	high	True
X276_RS28430	X276_RS24885	activation	1.000	X276_RS24885_rule_2	high	True
X276_RS28425	X276_RS24885	activation	1.000	X276_RS24885_rule_3	high	True
X276_RS03055	X276_RS24890	activation	0.947	X276_RS24890_rule_1	high	True
X276_RS12655	X276_RS24890	activation	0.947	X276_RS24890_rule_2	high	True
X276_RS12520	X276_RS24890	activation	0.947	X276_RS24890_rule_3	high	True
X276_RS28340	X276_RS24895	activation	1.000	X276_RS24895_rule_1	high	True
X276_RS28430	X276_RS24895	activation	1.000	X276_RS24895_rule_2	high	True
X276_RS28425	X276_RS24895	activation	1.000	X276_RS24895_rule_3	high	True
X276_RS28340	X276_RS24900	activation	1.000	X276_RS24900_rule_1	high	True
X276_RS28430	X276_RS24900	activation	1.000	X276_RS24900_rule_2	high	True
X276_RS28425	X276_RS24900	activation	1.000	X276_RS24900_rule_3	high	True
X276_RS24860	X276_RS24905	activation	1.000	X276_RS24905_rule_1	high	True
X276_RS24915	X276_RS24905	activation	1.000	X276_RS24905_rule_2	high	True
X276_RS21680	X276_RS24905	activation	1.000	X276_RS24905_rule_3	high	True
X276_RS28340	X276_RS24910	activation	1.000	X276_RS24910_rule_1	high	True
X276_RS28430	X276_RS24910	activation	1.000	X276_RS24910_rule_2	high	True
X276_RS28425	X276_RS24910	activation	1.000	X276_RS24910_rule_3	high	True
X276_RS24925	X276_RS24915	activation	1.000	X276_RS24915_rule_1	high	True
